project,bug,bug-introducing_changes,days
ActiveMQ,AMQ-3532,9,2021
ActiveMQ,AMQ-3536,3,1907
ActiveMQ,AMQ-3537,3,535
ActiveMQ,AMQ-3539,1,0
ActiveMQ,AMQ-3542,47,2134
ActiveMQ,AMQ-3543,4,1526
ActiveMQ,AMQ-3547,11,2134
ActiveMQ,AMQ-3556,3,1894
ActiveMQ,AMQ-3557,4,1889
ActiveMQ,AMQ-3559,2,669
ActiveMQ,AMQ-3560,1,0
ActiveMQ,AMQ-3562,1,0
ActiveMQ,AMQ-3567,1,0
ActiveMQ,AMQ-3568,6,1527
ActiveMQ,AMQ-3576,17,2122
ActiveMQ,AMQ-3586,4,1544
ActiveMQ,AMQ-3588,3,1923
ActiveMQ,AMQ-3590,1,0
ActiveMQ,AMQ-3596,3,728
ActiveMQ,AMQ-3599,3,1894
ActiveMQ,AMQ-3600,1,0
ActiveMQ,AMQ-3605,5,486
ActiveMQ,AMQ-3607,3,1399
ActiveMQ,AMQ-3614,1,0
ActiveMQ,AMQ-3618,6,1874
ActiveMQ,AMQ-3622,2,526
ActiveMQ,AMQ-3625,8,1594
ActiveMQ,AMQ-3630,2,1421
ActiveMQ,AMQ-3637,18,1888
ActiveMQ,AMQ-3649,2,493
ActiveMQ,AMQ-3651,1,0
ActiveMQ,AMQ-3653,26,2218
ActiveMQ,AMQ-3654,13,2154
ActiveMQ,AMQ-3664,17,2435
ActiveMQ,AMQ-3665,1,0
ActiveMQ,AMQ-3670,6,1923
ActiveMQ,AMQ-3672,12,2006
ActiveMQ,AMQ-3673,2,569
ActiveMQ,AMQ-3674,1,0
ActiveMQ,AMQ-3675,1,0
ActiveMQ,AMQ-3678,1,0
ActiveMQ,AMQ-3680,8,2274
ActiveMQ,AMQ-3681,6,2092
ActiveMQ,AMQ-3684,29,2257
ActiveMQ,AMQ-3685,32,2244
ActiveMQ,AMQ-3694,10,2193
ActiveMQ,AMQ-3695,12,2246
ActiveMQ,AMQ-3700,6,1987
ActiveMQ,AMQ-3716,4,1231
ActiveMQ,AMQ-3722,3,1980
ActiveMQ,AMQ-3729,3,1806
ActiveMQ,AMQ-3731,9,2079
ActiveMQ,AMQ-3732,33,2120
ActiveMQ,AMQ-3733,3,1349
ActiveMQ,AMQ-3737,2,1078
ActiveMQ,AMQ-3742,4,2242
ActiveMQ,AMQ-3746,10,2397
ActiveMQ,AMQ-3748,1,0
ActiveMQ,AMQ-3749,4,2205
ActiveMQ,AMQ-3752,1,0
ActiveMQ,AMQ-3753,1,0
ActiveMQ,AMQ-3768,4,294
ActiveMQ,AMQ-3775,15,1190
ActiveMQ,AMQ-3776,4,1840
ActiveMQ,AMQ-3780,12,1743
ActiveMQ,AMQ-3785,5,1620
ActiveMQ,AMQ-3791,4,230
ActiveMQ,AMQ-3792,8,2063
ActiveMQ,AMQ-3797,9,1893
ActiveMQ,AMQ-3801,2,391
ActiveMQ,AMQ-3802,1,0
ActiveMQ,AMQ-3803,2,596
ActiveMQ,AMQ-3804,3,197
ActiveMQ,AMQ-3805,28,2249
ActiveMQ,AMQ-3806,1,0
ActiveMQ,AMQ-3807,6,2456
ActiveMQ,AMQ-3819,1,0
ActiveMQ,AMQ-3823,39,2130
ActiveMQ,AMQ-3827,7,2143
ActiveMQ,AMQ-3828,2,607
ActiveMQ,AMQ-3836,4,1594
ActiveMQ,AMQ-3841,3,252
ActiveMQ,AMQ-3842,5,779
ActiveMQ,AMQ-3845,3,331
ActiveMQ,AMQ-3846,1,0
ActiveMQ,AMQ-3849,7,823
ActiveMQ,AMQ-3851,9,1448
ActiveMQ,AMQ-3852,4,1997
ActiveMQ,AMQ-3855,6,2280
ActiveMQ,AMQ-3856,15,2128
ActiveMQ,AMQ-3857,2,2352
ActiveMQ,AMQ-3858,1,0
ActiveMQ,AMQ-3863,1,0
ActiveMQ,AMQ-3865,4,66
ActiveMQ,AMQ-3871,3,2203
ActiveMQ,AMQ-3872,33,2365
ActiveMQ,AMQ-3873,1,0
ActiveMQ,AMQ-3879,8,1919
ActiveMQ,AMQ-3882,3,266
ActiveMQ,AMQ-3885,3,1434
ActiveMQ,AMQ-3887,8,2289
ActiveMQ,AMQ-3889,1,0
ActiveMQ,AMQ-3895,11,2206
ActiveMQ,AMQ-3897,2,25
ActiveMQ,AMQ-3903,4,2198
ActiveMQ,AMQ-3908,2,272
ActiveMQ,AMQ-3909,24,2370
ActiveMQ,AMQ-3915,1,0
ActiveMQ,AMQ-3920,1,0
ActiveMQ,AMQ-3921,2,345
ActiveMQ,AMQ-3927,1,0
ActiveMQ,AMQ-3929,1,0
ActiveMQ,AMQ-3934,4,1850
ActiveMQ,AMQ-3935,7,1941
ActiveMQ,AMQ-3939,5,2419
ActiveMQ,AMQ-3953,1,0
ActiveMQ,AMQ-3954,3,1894
ActiveMQ,AMQ-3956,2,1425
ActiveMQ,AMQ-3965,3,2134
ActiveMQ,AMQ-3973,4,1081
ActiveMQ,AMQ-3976,1,0
ActiveMQ,AMQ-3979,1,0
ActiveMQ,AMQ-3981,2,1620
ActiveMQ,AMQ-3982,4,1439
ActiveMQ,AMQ-3988,1,0
ActiveMQ,AMQ-3989,2,506
ActiveMQ,AMQ-3992,1,0
ActiveMQ,AMQ-3994,4,2092
ActiveMQ,AMQ-3996,27,2489
ActiveMQ,AMQ-3997,4,2317
ActiveMQ,AMQ-3998,15,2365
ActiveMQ,AMQ-4000,27,2715
ActiveMQ,AMQ-4002,3,891
ActiveMQ,AMQ-4007,3,1559
ActiveMQ,AMQ-4017,1,0
ActiveMQ,AMQ-4031,3,16
ActiveMQ,AMQ-4033,10,2466
ActiveMQ,AMQ-4035,1,0
ActiveMQ,AMQ-4043,3,1440
ActiveMQ,AMQ-4044,2,2462
ActiveMQ,AMQ-4058,2,213
ActiveMQ,AMQ-4062,20,2519
ActiveMQ,AMQ-4076,1,0
ActiveMQ,AMQ-4080,2,1168
ActiveMQ,AMQ-4083,10,1876
ActiveMQ,AMQ-4094,7,1507
ActiveMQ,AMQ-4095,3,876
ActiveMQ,AMQ-4100,2,1526
ActiveMQ,AMQ-4103,4,2154
ActiveMQ,AMQ-4104,3,366
ActiveMQ,AMQ-4106,5,2489
ActiveMQ,AMQ-4108,5,2421
ActiveMQ,AMQ-4110,1,0
ActiveMQ,AMQ-4115,1,0
ActiveMQ,AMQ-4117,10,2151
ActiveMQ,AMQ-4118,1,0
ActiveMQ,AMQ-4122,6,2378
ActiveMQ,AMQ-4123,4,434
ActiveMQ,AMQ-4126,13,2301
ActiveMQ,AMQ-4132,4,463
ActiveMQ,AMQ-4133,5,469
ActiveMQ,AMQ-4134,2,0
ActiveMQ,AMQ-4142,2,569
ActiveMQ,AMQ-4148,3,1940
ActiveMQ,AMQ-4149,4,1910
ActiveMQ,AMQ-4153,3,2306
ActiveMQ,AMQ-4156,4,404
ActiveMQ,AMQ-4157,1,0
ActiveMQ,AMQ-4159,3,1915
ActiveMQ,AMQ-4160,16,2523
ActiveMQ,AMQ-4166,1,0
ActiveMQ,AMQ-4167,1,0
ActiveMQ,AMQ-4171,5,1523
ActiveMQ,AMQ-4172,8,986
ActiveMQ,AMQ-4181,7,1200
ActiveMQ,AMQ-4183,9,2080
ActiveMQ,AMQ-4195,1,0
ActiveMQ,AMQ-4196,7,1940
ActiveMQ,AMQ-4209,11,2318
ActiveMQ,AMQ-4212,14,1432
ActiveMQ,AMQ-4215,7,2524
ActiveMQ,AMQ-4220,3,456
ActiveMQ,AMQ-4222,21,2562
ActiveMQ,AMQ-4224,1,0
ActiveMQ,AMQ-4226,4,2456
ActiveMQ,AMQ-4227,4,2159
ActiveMQ,AMQ-4234,9,2360
ActiveMQ,AMQ-4246,21,2573
ActiveMQ,AMQ-4248,25,2591
ActiveMQ,AMQ-4249,6,1871
ActiveMQ,AMQ-4260,1,0
ActiveMQ,AMQ-4265,5,1315
ActiveMQ,AMQ-4268,2,458
ActiveMQ,AMQ-4274,4,447
ActiveMQ,AMQ-4275,3,2309
ActiveMQ,AMQ-4276,31,2604
ActiveMQ,AMQ-4278,1,0
ActiveMQ,AMQ-4282,1,0
ActiveMQ,AMQ-4283,3,1583
ActiveMQ,AMQ-4285,1,0
ActiveMQ,AMQ-4286,3,636
ActiveMQ,AMQ-4288,5,622
ActiveMQ,AMQ-4289,2,2402
ActiveMQ,AMQ-4296,13,1475
ActiveMQ,AMQ-4297,4,787
ActiveMQ,AMQ-4307,4,2769
ActiveMQ,AMQ-4308,1,0
ActiveMQ,AMQ-4312,1,0
ActiveMQ,AMQ-4317,2,4
ActiveMQ,AMQ-4319,8,2118
ActiveMQ,AMQ-4320,1,0
ActiveMQ,AMQ-4321,1,0
ActiveMQ,AMQ-4323,1,0
ActiveMQ,AMQ-4328,2,2509
ActiveMQ,AMQ-4330,1,0
ActiveMQ,AMQ-4332,2,598
ActiveMQ,AMQ-4333,3,840
ActiveMQ,AMQ-4338,2,212
ActiveMQ,AMQ-4351,10,2042
ActiveMQ,AMQ-4355,2,0
ActiveMQ,AMQ-4356,6,2366
ActiveMQ,AMQ-4359,3,472
ActiveMQ,AMQ-4361,9,2003
ActiveMQ,AMQ-4363,2,883
ActiveMQ,AMQ-4366,8,2646
ActiveMQ,AMQ-4369,2,117
ActiveMQ,AMQ-4373,1,0
ActiveMQ,AMQ-4376,2,225
ActiveMQ,AMQ-4379,1,0
ActiveMQ,AMQ-4384,2,1071
ActiveMQ,AMQ-4385,1,0
ActiveMQ,AMQ-4389,1,0
ActiveMQ,AMQ-4392,5,2381
ActiveMQ,AMQ-4393,6,1470
ActiveMQ,AMQ-4397,1,0
ActiveMQ,AMQ-4398,1,0
ActiveMQ,AMQ-4407,2,124
ActiveMQ,AMQ-4408,1,0
ActiveMQ,AMQ-4410,1,0
ActiveMQ,AMQ-4413,1,0
ActiveMQ,AMQ-4415,9,548
ActiveMQ,AMQ-4428,4,2474
ActiveMQ,AMQ-4432,6,77
ActiveMQ,AMQ-4437,4,1078
ActiveMQ,AMQ-4441,4,2646
ActiveMQ,AMQ-4461,3,1127
ActiveMQ,AMQ-4464,2,772
ActiveMQ,AMQ-4467,1,0
ActiveMQ,AMQ-4468,5,2312
ActiveMQ,AMQ-4469,4,1747
ActiveMQ,AMQ-4475,1,0
ActiveMQ,AMQ-4484,1,0
ActiveMQ,AMQ-4485,20,2650
ActiveMQ,AMQ-4486,2,157
ActiveMQ,AMQ-4487,27,2606
ActiveMQ,AMQ-449,2,5
ActiveMQ,AMQ-4495,7,1491
ActiveMQ,AMQ-4501,9,1918
ActiveMQ,AMQ-4505,7,2457
ActiveMQ,AMQ-4507,1,0
ActiveMQ,AMQ-4512,14,2053
ActiveMQ,AMQ-4513,22,2566
ActiveMQ,AMQ-4516,2,711
ActiveMQ,AMQ-4517,25,2705
ActiveMQ,AMQ-4529,2,190
ActiveMQ,AMQ-4530,7,2323
ActiveMQ,AMQ-4531,11,2505
ActiveMQ,AMQ-4535,1,0
ActiveMQ,AMQ-4540,1,0
ActiveMQ,AMQ-4542,5,1888
ActiveMQ,AMQ-4548,1,0
ActiveMQ,AMQ-4554,2,1894
ActiveMQ,AMQ-4555,9,679
ActiveMQ,AMQ-4560,5,71
ActiveMQ,AMQ-4562,2,50
ActiveMQ,AMQ-4563,32,2730
ActiveMQ,AMQ-4576,1,0
ActiveMQ,AMQ-4581,14,2455
ActiveMQ,AMQ-4588,2,2161
ActiveMQ,AMQ-4589,7,2700
ActiveMQ,AMQ-4591,1,0
ActiveMQ,AMQ-4595,18,2692
ActiveMQ,AMQ-4598,3,922
ActiveMQ,AMQ-460,2,19
ActiveMQ,AMQ-4609,1,0
ActiveMQ,AMQ-4628,5,2346
ActiveMQ,AMQ-4629,3,2465
ActiveMQ,AMQ-4634,4,907
ActiveMQ,AMQ-4638,2,324
ActiveMQ,AMQ-464,2,26
ActiveMQ,AMQ-4640,4,260
ActiveMQ,AMQ-4643,13,2566
ActiveMQ,AMQ-4645,1,0
ActiveMQ,AMQ-4648,1,0
ActiveMQ,AMQ-4651,9,301
ActiveMQ,AMQ-4656,8,1734
ActiveMQ,AMQ-4665,15,1957
ActiveMQ,AMQ-4671,1,0
ActiveMQ,AMQ-4674,5,2121
ActiveMQ,AMQ-4676,17,2663
ActiveMQ,AMQ-4683,10,1315
ActiveMQ,AMQ-4686,1,0
ActiveMQ,AMQ-487,6,98
ActiveMQ,AMQ-494,1,0
ActiveMQ,AMQ-500,3,28
ActiveMQ,AMQ-501,2,26
ActiveMQ,AMQ-519,1,0
ActiveMQ,AMQ-525,2,82
ActiveMQ,AMQ-568,5,70
ActiveMQ,AMQ-574,1,0
ActiveMQ,AMQ-575,3,68
ActiveMQ,AMQ-578,2,46
ActiveMQ,AMQ-585,7,60
ActiveMQ,AMQ-600,4,84
ActiveMQ,AMQ-612,1,0
ActiveMQ,AMQ-617,1,0
ActiveMQ,AMQ-618,2,60
ActiveMQ,AMQ-627,1,0
ActiveMQ,AMQ-639,1,0
ActiveMQ,AMQ-643,16,94
ActiveMQ,AMQ-649,1,0
ActiveMQ,AMQ-651,2,54
ActiveMQ,AMQ-659,1,0
ActiveMQ,AMQ-661,1,0
ActiveMQ,AMQ-662,1,0
ActiveMQ,AMQ-665,1,0
ActiveMQ,AMQ-676,4,12
ActiveMQ,AMQ-677,1,0
ActiveMQ,AMQ-683,2,0
ActiveMQ,AMQ-687,1,0
ActiveMQ,AMQ-689,1,0
ActiveMQ,AMQ-695,7,122
ActiveMQ,AMQ-696,1,0
ActiveMQ,AMQ-711,2,48
ActiveMQ,AMQ-714,2,9
ActiveMQ,AMQ-715,1,0
ActiveMQ,AMQ-718,1,0
ActiveMQ,AMQ-724,6,332
ActiveMQ,AMQ-726,4,138
ActiveMQ,AMQ-731,1,0
ActiveMQ,AMQ-732,1,0
ActiveMQ,AMQ-734,6,139
ActiveMQ,AMQ-736,1,0
ActiveMQ,AMQ-740,1,0
ActiveMQ,AMQ-749,2,0
ActiveMQ,AMQ-765,10,756
ActiveMQ,AMQ-775,7,536
ActiveMQ,AMQ-776,1,0
ActiveMQ,AMQ-787,1,0
ActiveMQ,AMQ-789,1,0
ActiveMQ,AMQ-790,2,74
ActiveMQ,AMQ-793,12,131
ActiveMQ,AMQ-796,2,468
ActiveMQ,AMQ-799,1,0
ActiveMQ,AMQ-802,15,209
ActiveMQ,AMQ-808,1,0
ActiveMQ,AMQ-822,2,7
ActiveMQ,AMQ-825,3,181
ActiveMQ,AMQ-835,3,229
ActiveMQ,AMQ-839,2,25
ActiveMQ,AMQ-841,7,342
ActiveMQ,AMQ-845,53,346
ActiveMQ,AMQ-847,2,222
ActiveMQ,AMQ-872,2,88
ActiveMQ,AMQ-876,21,174
ActiveMQ,AMQ-889,14,209
ActiveMQ,AMQ-890,3,87
ActiveMQ,AMQ-891,3,160
ActiveMQ,AMQ-893,1,0
ActiveMQ,AMQ-895,7,123
ActiveMQ,AMQ-902,1,0
ActiveMQ,AMQ-906,3,337
ActiveMQ,AMQ-911,11,234
ActiveMQ,AMQ-913,1,0
ActiveMQ,AMQ-915,7,279
ActiveMQ,AMQ-918,3,40
ActiveMQ,AMQ-928,2,40
ActiveMQ,AMQ-932,8,278
ActiveMQ,AMQ-933,10,216
ActiveMQ,AMQ-940,4,89
ActiveMQ,AMQ-942,1,0
ActiveMQ,AMQ-944,3,451
ActiveMQ,AMQ-948,1,0
ActiveMQ,AMQ-950,1,0
ActiveMQ,AMQ-959,1,0
ActiveMQ,AMQ-961,2,45
ActiveMQ,AMQ-967,1,0
ActiveMQ,AMQ-978,1,0
ActiveMQ,AMQ-983,2,0
Camel,CAMEL-1001,4,441
Camel,CAMEL-1003,1,0
Camel,CAMEL-1013,4,342
Camel,CAMEL-1016,2,64
Camel,CAMEL-1021,5,434
Camel,CAMEL-1023,5,411
Camel,CAMEL-1027,1,0
Camel,CAMEL-103,7,143
Camel,CAMEL-1034,3,392
Camel,CAMEL-1037,38,599
Camel,CAMEL-1051,1,0
Camel,CAMEL-1053,13,204
Camel,CAMEL-1057,1,0
Camel,CAMEL-1058,2,0
Camel,CAMEL-1062,1,0
Camel,CAMEL-1063,6,100
Camel,CAMEL-1073,7,208
Camel,CAMEL-1074,4,410
Camel,CAMEL-1079,10,399
Camel,CAMEL-1080,1,0
Camel,CAMEL-1086,2,421
Camel,CAMEL-1088,7,422
Camel,CAMEL-1090,1,0
Camel,CAMEL-1091,11,447
Camel,CAMEL-1094,14,435
Camel,CAMEL-1103,1,0
Camel,CAMEL-1107,26,605
Camel,CAMEL-1108,1,0
Camel,CAMEL-111,7,109
Camel,CAMEL-1118,1,0
Camel,CAMEL-1119,7,59
Camel,CAMEL-112,3,2
Camel,CAMEL-1122,2,389
Camel,CAMEL-1125,2,105
Camel,CAMEL-1131,3,166
Camel,CAMEL-1138,2,25
Camel,CAMEL-1140,10,621
Camel,CAMEL-1144,6,233
Camel,CAMEL-1145,2,327
Camel,CAMEL-1150,5,564
Camel,CAMEL-1187,15,634
Camel,CAMEL-1188,3,18
Camel,CAMEL-1190,1,0
Camel,CAMEL-1193,8,339
Camel,CAMEL-1196,4,272
Camel,CAMEL-1199,6,621
Camel,CAMEL-1205,13,685
Camel,CAMEL-1207,3,466
Camel,CAMEL-1213,3,636
Camel,CAMEL-1217,14,467
Camel,CAMEL-1221,5,88
Camel,CAMEL-1225,5,529
Camel,CAMEL-1247,5,581
Camel,CAMEL-1249,7,384
Camel,CAMEL-1261,16,628
Camel,CAMEL-1263,2,263
Camel,CAMEL-1270,6,488
Camel,CAMEL-1271,8,557
Camel,CAMEL-1274,1,0
Camel,CAMEL-1275,12,661
Camel,CAMEL-1278,1,0
Camel,CAMEL-1283,2,26
Camel,CAMEL-1284,3,1
Camel,CAMEL-1292,7,353
Camel,CAMEL-1296,7,594
Camel,CAMEL-1301,14,630
Camel,CAMEL-1309,1,0
Camel,CAMEL-1312,4,22
Camel,CAMEL-1321,4,354
Camel,CAMEL-1325,3,487
Camel,CAMEL-1330,5,399
Camel,CAMEL-1332,53,755
Camel,CAMEL-1334,2,287
Camel,CAMEL-1340,2,23
Camel,CAMEL-1341,2,48
Camel,CAMEL-1352,2,33
Camel,CAMEL-1356,5,405
Camel,CAMEL-1358,3,0
Camel,CAMEL-1366,6,495
Camel,CAMEL-1367,5,659
Camel,CAMEL-1379,10,466
Camel,CAMEL-1384,9,453
Camel,CAMEL-140,1,0
Camel,CAMEL-1400,2,0
Camel,CAMEL-1401,12,693
Camel,CAMEL-1403,4,465
Camel,CAMEL-1406,9,680
Camel,CAMEL-1408,17,328
Camel,CAMEL-1411,14,700
Camel,CAMEL-1412,1,0
Camel,CAMEL-1416,4,475
Camel,CAMEL-1417,15,607
Camel,CAMEL-1421,2,511
Camel,CAMEL-1426,1,0
Camel,CAMEL-1428,127,719
Camel,CAMEL-1441,5,44
Camel,CAMEL-1442,3,33
Camel,CAMEL-1443,9,608
Camel,CAMEL-1444,21,719
Camel,CAMEL-1448,10,227
Camel,CAMEL-1449,18,721
Camel,CAMEL-1454,6,542
Camel,CAMEL-1461,9,327
Camel,CAMEL-1462,15,705
Camel,CAMEL-1463,7,619
Camel,CAMEL-1467,13,727
Camel,CAMEL-1474,34,729
Camel,CAMEL-1475,62,758
Camel,CAMEL-1480,7,337
Camel,CAMEL-1488,3,149
Camel,CAMEL-1492,4,163
Camel,CAMEL-1496,4,470
Camel,CAMEL-1497,1,0
Camel,CAMEL-150,1,0
Camel,CAMEL-1505,4,562
Camel,CAMEL-1506,3,102
Camel,CAMEL-1508,10,595
Camel,CAMEL-1509,17,738
Camel,CAMEL-1510,13,653
Camel,CAMEL-1513,6,646
Camel,CAMEL-1516,1,0
Camel,CAMEL-1519,11,276
Camel,CAMEL-1524,3,43
Camel,CAMEL-1525,7,420
Camel,CAMEL-1529,2,66
Camel,CAMEL-1535,14,407
Camel,CAMEL-154,5,37
Camel,CAMEL-1544,2,373
Camel,CAMEL-1547,8,717
Camel,CAMEL-1548,33,757
Camel,CAMEL-1566,9,265
Camel,CAMEL-1568,6,686
Camel,CAMEL-158,3,161
Camel,CAMEL-1581,9,730
Camel,CAMEL-1583,3,250
Camel,CAMEL-1585,21,641
Camel,CAMEL-1586,2,82
Camel,CAMEL-159,3,239
Camel,CAMEL-1590,1,0
Camel,CAMEL-1592,4,331
Camel,CAMEL-160,3,42
Camel,CAMEL-1603,6,265
Camel,CAMEL-1609,21,783
Camel,CAMEL-161,1,0
Camel,CAMEL-1614,2,0
Camel,CAMEL-1615,9,739
Camel,CAMEL-1618,29,786
Camel,CAMEL-1622,9,224
Camel,CAMEL-1624,1,0
Camel,CAMEL-1630,8,289
Camel,CAMEL-1632,11,661
Camel,CAMEL-1633,8,789
Camel,CAMEL-1641,18,762
Camel,CAMEL-1642,7,712
Camel,CAMEL-1645,9,760
Camel,CAMEL-1646,9,85
Camel,CAMEL-1650,17,780
Camel,CAMEL-1651,21,702
Camel,CAMEL-1652,8,753
Camel,CAMEL-1663,21,794
Camel,CAMEL-1670,19,667
Camel,CAMEL-1671,5,23
Camel,CAMEL-1676,3,684
Camel,CAMEL-1689,28,824
Camel,CAMEL-1696,7,217
Camel,CAMEL-1697,16,700
Camel,CAMEL-171,3,261
Camel,CAMEL-1710,11,308
Camel,CAMEL-1711,18,819
Camel,CAMEL-1716,2,23
Camel,CAMEL-1719,1,0
Camel,CAMEL-1724,6,310
Camel,CAMEL-1727,11,776
Camel,CAMEL-1728,2,9
Camel,CAMEL-1729,7,165
Camel,CAMEL-173,7,314
Camel,CAMEL-1735,4,601
Camel,CAMEL-1736,1,0
Camel,CAMEL-1740,17,829
Camel,CAMEL-1742,7,713
Camel,CAMEL-1743,6,742
Camel,CAMEL-1749,3,16
Camel,CAMEL-1752,2,0
Camel,CAMEL-1753,3,716
Camel,CAMEL-1755,2,102
Camel,CAMEL-1759,53,788
Camel,CAMEL-1771,13,797
Camel,CAMEL-1774,3,475
Camel,CAMEL-1777,9,686
Camel,CAMEL-1786,2,0
Camel,CAMEL-1795,1,0
Camel,CAMEL-1797,13,466
Camel,CAMEL-1803,6,312
Camel,CAMEL-1813,3,691
Camel,CAMEL-1824,2,158
Camel,CAMEL-1828,3,537
Camel,CAMEL-1834,1,0
Camel,CAMEL-1838,5,175
Camel,CAMEL-1839,2,161
Camel,CAMEL-1844,9,171
Camel,CAMEL-1845,3,173
Camel,CAMEL-1848,5,439
Camel,CAMEL-1849,14,427
Camel,CAMEL-1851,7,391
Camel,CAMEL-1852,4,329
Camel,CAMEL-1864,12,821
Camel,CAMEL-1865,1,0
Camel,CAMEL-1867,10,857
Camel,CAMEL-1870,1,0
Camel,CAMEL-1873,19,864
Camel,CAMEL-1878,15,823
Camel,CAMEL-1882,2,111
Camel,CAMEL-1883,6,621
Camel,CAMEL-1885,1,0
Camel,CAMEL-189,1,0
Camel,CAMEL-1904,1,0
Camel,CAMEL-191,2,0
Camel,CAMEL-1912,2,327
Camel,CAMEL-1914,6,860
Camel,CAMEL-1917,4,166
Camel,CAMEL-192,11,106
Camel,CAMEL-1922,2,245
Camel,CAMEL-1924,4,144
Camel,CAMEL-1925,11,843
Camel,CAMEL-1927,3,135
Camel,CAMEL-1930,12,876
Camel,CAMEL-1934,3,173
Camel,CAMEL-1936,2,156
Camel,CAMEL-194,1,0
Camel,CAMEL-1940,3,131
Camel,CAMEL-1955,3,530
Camel,CAMEL-1957,1,0
Camel,CAMEL-1960,4,75
Camel,CAMEL-1963,8,618
Camel,CAMEL-1966,8,783
Camel,CAMEL-197,10,96
Camel,CAMEL-1974,5,194
Camel,CAMEL-1977,1,0
Camel,CAMEL-1982,2,0
Camel,CAMEL-1983,4,273
Camel,CAMEL-1994,2,66
Camel,CAMEL-2,245,2142
Camel,CAMEL-2016,2,107
Camel,CAMEL-2018,2,25
Camel,CAMEL-2020,2,65
Camel,CAMEL-2025,2,509
Camel,CAMEL-2027,5,757
Camel,CAMEL-203,1,0
Camel,CAMEL-2032,1,0
Camel,CAMEL-2049,12,925
Camel,CAMEL-205,8,140
Camel,CAMEL-2054,6,375
Camel,CAMEL-2056,30,924
Camel,CAMEL-2058,14,934
Camel,CAMEL-2060,4,699
Camel,CAMEL-2064,1,0
Camel,CAMEL-2067,1,0
Camel,CAMEL-2070,8,716
Camel,CAMEL-2072,4,366
Camel,CAMEL-2074,5,944
Camel,CAMEL-2076,2,145
Camel,CAMEL-2084,2,635
Camel,CAMEL-2089,8,632
Camel,CAMEL-2090,4,794
Camel,CAMEL-2092,3,458
Camel,CAMEL-210,4,39
Camel,CAMEL-2102,15,546
Camel,CAMEL-2106,2,578
Camel,CAMEL-2109,2,0
Camel,CAMEL-211,3,69
Camel,CAMEL-2112,1,0
Camel,CAMEL-2122,2,170
Camel,CAMEL-2129,8,625
Camel,CAMEL-213,5,235
Camel,CAMEL-2132,1,0
Camel,CAMEL-2133,3,709
Camel,CAMEL-2139,6,175
Camel,CAMEL-2145,7,545
Camel,CAMEL-2146,5,228
Camel,CAMEL-2150,3,591
Camel,CAMEL-2153,2,15
Camel,CAMEL-2155,1,0
Camel,CAMEL-2156,9,910
Camel,CAMEL-2157,7,638
Camel,CAMEL-2158,8,370
Camel,CAMEL-2162,2,118
Camel,CAMEL-2165,10,822
Camel,CAMEL-2168,1,0
Camel,CAMEL-2175,8,813
Camel,CAMEL-2182,1,0
Camel,CAMEL-2183,5,515
Camel,CAMEL-2186,3,443
Camel,CAMEL-2188,2,260
Camel,CAMEL-2196,3,790
Camel,CAMEL-2201,1,0
Camel,CAMEL-2209,6,422
Camel,CAMEL-2214,1,0
Camel,CAMEL-2215,1,0
Camel,CAMEL-2216,14,639
Camel,CAMEL-2221,1,0
Camel,CAMEL-2222,2,589
Camel,CAMEL-2227,2,481
Camel,CAMEL-2228,2,13
Camel,CAMEL-223,3,98
Camel,CAMEL-2232,4,476
Camel,CAMEL-2237,7,656
Camel,CAMEL-2238,2,4
Camel,CAMEL-224,1,0
Camel,CAMEL-2245,4,570
Camel,CAMEL-2249,4,619
Camel,CAMEL-2250,5,510
Camel,CAMEL-2251,1,0
Camel,CAMEL-2255,1,0
Camel,CAMEL-2266,1,0
Camel,CAMEL-2269,1,0
Camel,CAMEL-2275,1,0
Camel,CAMEL-2278,22,874
Camel,CAMEL-2289,5,295
Camel,CAMEL-2292,2,21
Camel,CAMEL-2303,5,731
Camel,CAMEL-2306,2,397
Camel,CAMEL-2309,1,0
Camel,CAMEL-2318,1,0
Camel,CAMEL-232,16,85
Camel,CAMEL-2325,10,885
Camel,CAMEL-2327,1,0
Camel,CAMEL-2336,12,274
Camel,CAMEL-2341,5,62
Camel,CAMEL-2345,2,275
Camel,CAMEL-2353,2,168
Camel,CAMEL-2356,5,428
Camel,CAMEL-2360,18,1056
Camel,CAMEL-2362,2,73
Camel,CAMEL-2376,2,0
Camel,CAMEL-2377,2,90
Camel,CAMEL-2385,3,90
Camel,CAMEL-2387,1,0
Camel,CAMEL-2395,5,366
Camel,CAMEL-240,9,106
Camel,CAMEL-2408,2,453
Camel,CAMEL-2420,1,0
Camel,CAMEL-2425,1,0
Camel,CAMEL-2426,1,0
Camel,CAMEL-2428,1,0
Camel,CAMEL-243,1,0
Camel,CAMEL-2430,2,165
Camel,CAMEL-2433,2,388
Camel,CAMEL-2436,7,794
Camel,CAMEL-2439,7,276
Camel,CAMEL-2444,1,0
Camel,CAMEL-2445,5,421
Camel,CAMEL-2451,2,90
Camel,CAMEL-2452,1,0
Camel,CAMEL-2456,2,659
Camel,CAMEL-247,5,164
Camel,CAMEL-2470,3,661
Camel,CAMEL-2476,4,772
Camel,CAMEL-2477,1,0
Camel,CAMEL-2478,1,0
Camel,CAMEL-248,2,2
Camel,CAMEL-2484,18,1067
Camel,CAMEL-2486,1,0
